58.0,한국조선해양,73600.0,800.0,+1.10%,5000.0,70773.0,20.28,-8.14,-8.95
59.0,SK스퀘어,35900.0,300.0,+0.84%,100.0,141468.0,41.84,3.1,
60.0,메리츠화재,44400.0,50.0,+0.11%,500.0,113783.0,10.61,5.89,26.12
61.0,HD현대,63800.0,500.0,+0.79%,1000.0,78993.0,17.97,4.48,-1.99
62.0,LG디스플레이,13950.0,200.0,+1.45%,5000.0,357816.0,18.78,-5.0,9.68
63.0,메리츠금융지주,36750.0,450.0,-1.21%,500.0,127572.0,5.16,4.45,22.33
64.0,오리온,118000.0,2500.0,+2.16%,500.0,39536.0,36.81,15.37,12.75
65.0,한온시스템,8620.0,70.0,-0.81%,100.0,533800.0,16.54,30.14,13.83
66.0,맥쿼리인프라,11300.0,0.0,0.00%,0.0,404846.0,13.58,,
67.0,삼성중공업,5140.0,50.0,+0.98%,1000.0,880000.0,16.05,-6.39,-36.89
68.0,삼성엔지니어링,22850.0,300.0,-1.30%,5000.0,196000.0,41.45,9.28,20.67
69.0,한국항공우주,45900.0,250.0,-0.54%,5000.0,97475.0,25.97,34.54,5.19
70.0,DB손해보험,63100.0,2100.0,+3.44%,500.0,70800.0,43.15,4.54,13.38
71.0,SK아이이테크놀로지,62600.0,600.0,-0.95%,1000.0,71298.0,7.67,-92.74,5.57
72.0,현대제철,33100.0,1500.0,+4.75%,5000.0,133446.0,21.96,2.71,8.54
73.0,코웨이,58900.0,1200.0,+2.08%,500.0,73800.0,61.43,9.27,27.41
74.0,현대건설,38600.0,50.0,+0.13%,5000.0,111356.0,24.51,6.47,5.89
75.0,넷마블,50000.0,1900.0,-3.66%,100.0,85954.0,22.94,-14.39,4.29
76.0,유한양행,58500.0,1200.0,-2.01%,1000.0,73231.0,20.0,58.33,5.45
77.0,GS,45900.0,550.0,+1.21%,5000.0,92915.0,25.5,1.96,15.55
78.0,금호석유,142000.0,0.0,0.00%,5000.0,29314.0,21.58,4.04,47.76
79.0,한국타이어앤테크놀로지,33300.0,500.0,+1.52%,500.0,123875.0,36.07,5.67,7.69
80.0,미래에셋증권,6460.0,130.0,+2.05%,5000.0,615316.0,12.79,6.9,11.66
81.0,삼성카드,32500.0,100.0,+0.31%,5000.0,115859.0,6.35,6.43,7.53
82.0,SKC,98100.0,7400.0,-7.01%,5000.0,37868.0,14.96,27.6,11.6
83.0,TIGER CD금리투자KIS(합성),51570.0,15.0,+0.03%,0.0,71416.0,0.0,,
84.0,BGF리테일,205000.0,1500.0,+0.74%,1000.0,17284.0,32.9,18.81,19.61
85.0,두산밥캣,35300.0,800.0,+2.32%,500.0,100249.0,29.01,7.32,9.19
86.0,메리츠증권,5700.0,50.0,-0.87%,1000.0,615041.0,14.69,4.75,15.77
87.0,롯데지주,32900.0,300.0,+0.92%,200.0,104909.0,9.82,19.7,4.61
88.0,에스디바이오센서,32850.0,50.0,+0.15%,500.0,104117.0,14.79,2.48,72.47
89.0,한화에어로스페이스,66300.0,200.0,-0.30%,5000.0,50630.0,22.11,18.15,9.21
90.0,현대미포조선,83700.0,500.0,+0.60%,5000.0,39942.0,20.53,124.18,-7.11
91.0,한미약품,269500.0,8500.0,+3.26%,2500.0,12318.0,16.13,41.09,8.75
92.0,한국금융지주,58500.0,1400.0,+2.45%,5000.0,55726.0,35.83,4.1,27.12
93.0,NH투자증권,9690.0,280.0,+2.98%,5000.0,331666.0,12.74,7.67,14.77
94.0,한국가스공사,34550.0,900.0,+2.67%,5000.0,92313.0,10.02,2.7,11.63
95.0,팬오션,5950.0,270.0,+4.75%,1000.0,534570.0,16.85,4.08,17.16
96.0,TIGER 차이나전기차SOLACTIVE,13080.0,220.0,-1.65%,0.0,242280.0,0.8,,
97.0,삼성증권,35000.0,350.0,+1.01%,5000.0,89300.0,27.29,5.62,16.94
98.0,호텔신라,79600.0,900.0,+1.14%,5000.0,39248.0,19.59,65.62,4.51
99.0,KODEX KOFR금리액티브(합성),101500.0,25.0,+0.02%,0.0,30765.0,2.02,,
100.0,GS리테일,29800.0,150.0,+0.51%,1000.0,104718.0,7.43,34.57,25.58
101.0,쌍용C&E,6040.0,110.0,+1.85%,100.0,503860.0,2.64,46.11,11.12
102.0,현대로템,27600.0,200.0,-0.72%,5000.0,109142.0,8.04,27.46,5.01
103.0,아모레G,35950.0,3250.0,+9.94%,500.0,82458.0,11.13,92.89,5.49
104.0,현대차2우B,79500.0,100.0,-0.13%,5000.0,36485.0,59.62,3.55,
105.0,씨에스윈드,68500.0,1800.0,-2.56%,500.0,42171.0,11.44,229.87,10.13
106.0,현대오토에버,104000.0,500.0,+0.48%,500.0,27424.0,2.05,31.74,7.26
107.0,포스코인터내셔널,23000.0,300.0,+1.32%,5000.0,123375.0,8.71,4.96,10.86
108.0,이마트,100000.0,2700.0,+2.77%,5000.0,27876.0,28.62,3.01,16.25
109.0,제일기획,23750.0,150.0,+0.64%,200.0,115041.0,32.82,13.86,15.58
110.0,일진머티리얼즈,58300.0,1000.0,-1.69%,500.0,46111.0,9.74,48.22,7.85
111.0,동원산업,53700.0,1000.0,+1.90%,1000.0,49983.0,2.53,4.88,12.59
112.0,현대해상,29300.0,500.0,+1.74%,500.0,89400.0,34.87,4.81,8.82
113.0,한진칼,38300.0,1100.0,+2.96%,2500.0,66762.0,16.61,2.7,1.11
114.0,롯데쇼핑,90100.0,1900.0,+2.15%,5000.0,28289.0,12.76,-4.91,-2.94
115.0,KODEX 200선물인버스2X,3095.0,80.0,-2.52%,0.0,789500.0,4.47,,
116.0,에스원,64200.0,1300.0,+2.07%,500.0,37999.0,53.72,19.16,9.13
117.0,BNK금융지주,7320.0,160.0,+2.23%,5000.0,325935.0,35.44,2.94,8.76
118.0,키움증권,90200.0,2600.0,+2.97%,5000.0,26220.0,25.35,4.67,25.38
119.0,CJ,80800.0,3500.0,+4.53%,5000.0,29177.0,17.81,8.21,5.66
120.0,한미사이언스,33900.0,2300.0,+7.28%,500.0,68624.0,1.89,45.87,6.37
121.0,한솔케미칼,202000.0,1500.0,+0.75%,5000.0,11335.0,39.72,16.03,23.88
122.0,신세계,228000.0,5000.0,+2.24%,5000.0,9845.0,26.98,7.55,8.54
123.0,LG화학우,289000.0,13000.0,-4.30%,5000.0,7689.0,69.54,10.17,
124.0,OCI,92800.0,1300.0,-1.38%,5000.0,23849.0,12.9,2.75,23.93
125.0,한화생명,2520.0,110.0,+4.56%,5000.0,868530.0,7.22,2.04,10.79
126.0,두산퓨얼셀,33100.0,1500.0,+4.75%,100.0,65494.0,15.15,662.0,1.69
127.0,LS,67200.0,0.0,0.00%,5000.0,32200.0,13.94,5.4,8.15
128.0,HL만도,45900.0,250.0,-0.54%,1000.0,46957.0,23.93,10.17,9.31
129.0,TIGER MSCI Korea TR,12865.0,135.0,+1.06%,0.0,167200.0,0.0,,
130.0,한전기술,56200.0,100.0,+0.18%,200.0,38220.0,1.82,105.84,3.25
131.0,동서,21000.0,400.0,+1.94%,500.0,99700.0,3.1,18.92,8.05
132.0,영원무역,47200.0,500.0,+1.07%,500.0,44311.0,29.92,3.68,14.71
133.0,한화,27750.0,200.0,+0.73%,5000.0,74959.0,17.98,2.0,20.22
134.0,TIGER 미국나스닥100,67990.0,230.0,+0.34%,0.0,30470.0,0.66,,
135.0,CJ대한통운,90700.0,4000.0,+4.61%,5000.0,22812.0,17.5,10.26,1.59
136.0,한화시스템,10950.0,250.0,+2.34%,5000.0,188919.0,4.01,-228.12,6.04
137.0,KCC,232000.0,500.0,+0.22%,5000.0,8886.0,13.53,-7.45,-0.92
138.0,서울가스,410000.0,1000.0,+0.24%,5000.0,5000.0,3.45,97.11,0.8
139.0,농심,337000.0,7000.0,+2.12%,5000.0,6083.0,15.09,17.63,4.73
140.0,대한전선,1630.0,15.0,+0.93%,100.0,1244473.0,1.87,62.69,7.78
141.0,휠라홀딩스,33200.0,200.0,+0.61%,1000.0,60752.0,42.59,9.37,16.2
142.0,GS건설,23450.0,900.0,+3.99%,5000.0,85581.0,30.26,4.01,9.32
143.0,KODEX 200TR,10455.0,125.0,+1.21%,0.0,190050.0,0.08,,
144.0,대우조선해양,18500.0,300.0,+1.65%,5000.0,107291.0,2.57,-1.16,-55.86
145.0,대우건설,4670.0,55.0,+1.19%,5000.0,415623.0,12.37,3.87,16.47
146.0,현대차우,79500.0,0.0,0.00%,5000.0,24357.0,57.32,3.55,
147.0,KODEX 레버리지,14350.0,335.0,+2.39%,0.0,132200.0,1.23,,
148.0,DB하이텍,42200.0,150.0,-0.35%,5000.0,44399.0,25.6,3.09,33.35
149.0,하이트진로,26650.0,650.0,+2.50%,5000.0,70134.0,13.29,16.45,6.62
150.0,대웅제약,159500.0,0.0,0.00%,2500.0,11587.0,8.01,22.46,4.39
151.0,LIG넥스원,84000.0,3300.0,-3.78%,5000.0,22000.0,14.05,10.07,14.63
152.0,오뚜기,454000.0,5000.0,+1.11%,5000.0,4008.0,11.06,11.68,8.91
153.0,대성홀딩스,113000.0,2000.0,+1.80%,1000.0,16089.0,4.59,113.68,3.61
154.0,TIGER 200,31240.0,330.0,+1.07%,0.0,57950.0,3.58,,
155.0,TIGER 미국S&P500,12965.0,45.0,-0.35%,0.0,136150.0,0.74,,
156.0,코스모신소재,55600.0,3300.0,-5.60%,1000.0,30651.0,7.74,59.53,9.42
157.0,LS ELECTRIC,55100.0,1000.0,+1.85%,5000.0,30000.0,12.36,16.85,5.86
158.0,JB금융지주,8330.0,50.0,+0.60%,5000.0,196983.0,27.08,2.82,12.8
159.0,효성첨단소재,365500.0,4000.0,+1.11%,5000.0,4480.0,6.62,9.04,54.69
160.0,금양,27800.0,950.0,-3.30%,500.0,58050.0,1.99,91.75,13.57
161.0,효성,75600.0,1200.0,+1.61%,5000.0,21071.0,5.05,13.7,18.04
162.0,현대두산인프라코어,7940.0,320.0,-3.87%,1000.0,197763.0,10.63,3.41,24.63
163.0,KODEX 종합채권(AA-이상)액티브,101255.0,130.0,+0.13%,0.0,15505.0,0.0,,
164.0,롯데정밀화학,60400.0,200.0,-0.33%,5000.0,25800.0,20.19,5.07,30.43
165.0,롯데칠성,167000.0,4500.0,+2.77%,500.0,9279.0,13.17,14.09,9.96
166.0,삼천리,382000.0,2000.0,+0.53%,5000.0,4055.0,12.88,19.49,4.52
167.0,녹십자,131500.0,2000.0,+1.54%,5000.0,11687.0,22.21,14.16,10.3
168.0,효성티앤씨,354000.0,1500.0,-0.42%,5000.0,4328.0,8.81,10.07,76.22
169.0,현대위아,56200.0,200.0,+0.36%,5000.0,27195.0,10.15,7.46,1.96
170.0,한전KPS,33850.0,450.0,+1.35%,200.0,45000.0,5.62,23.23,9.12
171.0,DL이앤씨,39100.0,600.0,+1.56%,5000.0,38694.0,22.76,3.48,
172.0,LX인터내셔널,38950.0,250.0,-0.64%,5000.0,38760.0,31.43,2.55,22.49
173.0,TIGER 미국필라델피아반도체나스닥,9650.0,180.0,+1.90%,0.0,154600.0,0.56,,
174.0,쌍용차,8760.0,0.0,0.00%,5000.0,166956.0,27.55,-2.47,305.77
175.0,SK케미칼,84300.0,600.0,+0.72%,5000.0,17254.0,15.02,7.91,11.19
176.0,현대백화점,61300.0,1700.0,+2.85%,5000.0,23402.0,23.84,6.83,4.36
177.0,현대일렉트릭,39350.0,0.0,0.00%,5000.0,36047.0,14.39,28.89,-5.08
178.0,두산,84000.0,200.0,-0.24%,5000.0,16524.0,6.59,-16.97,11.08
179.0,DL,65100.0,1100.0,-1.66%,5000.0,20956.0,10.56,36.76,26.52
180.0,LX세미콘,83800.0,1100.0,+1.33%,500.0,16264.0,29.33,4.71,44.49
181.0,동원시스템즈,46900.0,1500.0,-3.10%,5000.0,28991.0,13.26,29.06,6.95
182.0,TIGER 단기통안채,101885.0,10.0,+0.01%,0.0,13322.0,0.93,,
183.0,DGB금융지주,7860.0,190.0,+2.48%,5000.0,169146.0,44.33,2.77,9.63
184.0,TIGER 미국테크TOP10 INDXX,9095.0,15.0,+0.17%,0.0,145650.0,0.17,,
185.0,한국앤컴퍼니,13850.0,100.0,+0.73%,500.0,94935.0,9.1,5.49,5.53
186.0,영풍,703000.0,0.0,0.00%,5000.0,1842.0,4.66,5.77,3.66
187.0,동국제강,13450.0,200.0,+1.51%,5000.0,95433.0,24.56,1.75,23.41
188.0,한미반도체,12900.0,500.0,+4.03%,100.0,98920.0,4.8,10.22,34.59
189.0,코오롱인더,45200.0,700.0,+1.57%,5000.0,27519.0,17.98,8.27,8.2
190.0,대웅,21250.0,50.0,-0.23%,500.0,58142.0,4.52,9.9,11.13
191.0,현대엘리베이,30200.0,300.0,+1.00%,5000.0,40815.0,29.18,8.6,10.62
192.0,에스엘,25900.0,0.0,0.00%,500.0,46449.0,14.53,9.74,6.63
193.0,솔루스첨단소재,34100.0,500.0,-1.45%,100.0,35111.0,4.88,-775.0,4.0
194.0,신풍제약,22500.0,650.0,+2.97%,500.0,52985.0,4.76,-41.59,-3.19
195.0,일진하이솔루스,32550.0,50.0,+0.15%,500.0,36313.0,1.54,130.2,4.97
196.0,TIGER 2차전지테마,18655.0,685.0,-3.54%,0.0,63200.0,0.1,,
197.0,KODEX 단기채권PLUS,104685.0,30.0,+0.03%,0.0,11208.0,0.02,,
198.0,더존비즈온,38350.0,500.0,+1.32%,500.0,30383.0,23.29,32.04,12.1
199.0,현대건설기계,58900.0,1300.0,-2.16%,5000.0,19701.0,16.92,11.64,8.92
200.0,후성,12350.0,250.0,-1.98%,500.0,92607.0,5.38,16.06,9.61
201.0,롯데제과,121000.0,500.0,+0.41%,500.0,9435.0,14.18,22.12,2.88
202.0,KODEX 2차전지산업,19945.0,805.0,-3.88%,0.0,56600.0,0.19,,
203.0,GKL,18150.0,50.0,-0.27%,500.0,61856.0,4.86,-23.3,-26.04
204.0,한샘,47600.0,650.0,+1.38%,1000.0,23534.0,14.53,168.2,9.1
205.0,대덕전자,22400.0,750.0,+3.46%,500.0,49417.0,20.09,6.4,9.55
206.0,SK가스,119000.0,1500.0,-1.24%,5000.0,9230.0,4.93,8.78,12.41
207.0,제주항공,14150.0,400.0,+2.91%,1000.0,76994.0,2.18,-3.39,-135.83
208.0,대한유화,167000.0,1500.0,+0.91%,5000.0,6500.0,6.59,-14.42,7.64
209.0,종근당,87900.0,2400.0,+2.81%,2500.0,11988.0,7.35,14.91,7.65
210.0,코리안리,8750.0,190.0,+2.22%,500.0,120369.0,29.32,8.71,6.16
211.0,롯데렌탈,28150.0,50.0,-0.18%,5000.0,36634.0,4.14,10.23,12.28
212.0,SK리츠,5200.0,130.0,+2.56%,500.0,196554.0,3.87,94.55,
213.0,SK네트웍스,4100.0,15.0,+0.37%,2500.0,248188.0,10.22,26.28,4.64
214.0,덴티움,91500.0,3400.0,+3.86%,500.0,11069.0,22.78,10.67,21.29
215.0,아시아나항공,13500.0,100.0,+0.75%,5000.0,74412.0,8.39,-5.39,-47.21
216.0,KBSTAR 200,31375.0,330.0,+1.06%,0.0,31750.0,0.01,,
217.0,F&F홀딩스,25400.0,150.0,+0.59%,500.0,39114.0,0.29,8.37,153.88
218.0,오리온홀딩스,15850.0,300.0,+1.93%,500.0,62645.0,5.42,10.82,4.23
219.0,CJ CGV,20650.0,900.0,+4.56%,500.0,47713.0,4.48,-4.54,-156.09
220.0,일동제약,36500.0,700.0,+1.96%,1000.0,26803.0,3.25,-5.15,-48.94
221.0,한국콜마,42600.0,1100.0,+2.65%,500.0,22881.0,26.83,32.74,5.48
222.0,롯데리츠,4005.0,5.0,-0.12%,500.0,242969.0,10.3,26.18,1.65
223.0,KODEX MSCI Korea TR,10245.0,100.0,+0.99%,0.0,93200.0,0.94,,
224.0,신세계인터내셔날,26500.0,300.0,+1.15%,1000.0,35700.0,6.95,8.93,12.11
225.0,KODEX 코스닥150레버리지,7000.0,105.0,+1.52%,0.0,134700.0,0.33,,
226.0,아이에스동서,30100.0,100.0,+0.33%,500.0,30893.0,5.88,3.73,8.69
227.0,하나투어,57500.0,100.0,-0.17%,500.0,16039.0,7.93,-9.27,-39.92
228.0,KODEX 삼성그룹,8825.0,50.0,-0.56%,0.0,104500.0,0.15,,
229.0,롯데관광개발,12550.0,300.0,+2.45%,500.0,72333.0,3.72,-3.99,-140.42
230.0,더블유게임즈,49200.0,100.0,-0.20%,500.0,18375.0,11.12,30.5,16.5
231.0,PI첨단소재,30700.0,1100.0,-3.46%,500.0,29366.0,9.8,16.6,21.03
232.0,동양생명,5550.0,90.0,+1.65%,5000.0,161359.0,81.84,5.29,
233.0,NHN,24750.0,400.0,+1.64%,500.0,36017.0,13.53,17.73,6.81
234.0,TKG휴켐스,21550.0,350.0,+1.65%,1000.0,40879.0,6.59,9.76,11.06
235.0,솔루엠,17550.0,500.0,+2.93%,500.0,50006.0,10.34,23.91,6.94
236.0,삼양식품,116500.0,3000.0,+2.64%,5000.0,7533.0,8.09,9.21,15.38
237.0,이노션,43850.0,1850.0,+4.40%,500.0,20000.0,30.97,13.66,8.29
238.0,한일시멘트,12650.0,150.0,+1.20%,500.0,69262.0,2.41,12.68,5.89
239.0,풍산,31200.0,500.0,+1.63%,5000.0,28024.0,11.43,4.6,15.56
240.0,다우기술,19450.0,450.0,+2.37%,500.0,44867.0,22.59,3.06,21.11
241.0,명신산업,16600.0,100.0,+0.61%,500.0,52470.0,2.0,12.58,18.85
242.0,KG스틸,8700.0,220.0,+2.59%,5000.0,100009.0,3.55,4.13,17.99
243.0,제이알글로벌리츠,4395.0,25.0,+0.57%,1000.0,197376.0,9.73,26.64,1.65
244.0,율촌화학,34900.0,50.0,+0.14%,500.0,24800.0,7.53,-1836.84,2.44
245.0,금호타이어,3000.0,50.0,+1.69%,5000.0,287260.0,4.31,-20.0,-6.08
246.0,미원상사,172500.0,500.0,-0.29%,500.0,4970.0,2.52,11.84,20.49
247.0,KODEX 단기채권,104315.0,0.0,0.00%,0.0,8005.0,0.28,,
248.0,녹십자홀딩스,17750.0,500.0,+2.90%,500.0,47028.0,6.61,61.42,5.68
249.0,ESR켄달스퀘어리츠,3875.0,15.0,-0.39%,1000.0,213089.0,51.47,17.78,3.24
250.0,한올바이오파마,15750.0,1050.0,+7.14%,500.0,52241.0,5.88,-2250.0,5.16
251.0,영원무역홀딩스,60300.0,1400.0,+2.38%,500.0,13636.0,18.19,2.14,14.72
252.0,진에어,15650.0,50.0,+0.32%,1000.0,52200.0,3.79,-15.22,-98.62
253.0,태광산업,731000.0,0.0,0.00%,5000.0,1113.0,5.33,12.41,8.77
254.0,미원에스씨,159500.0,5500.0,-3.33%,500.0,5100.0,0.48,9.96,27.2
255.0,KODEX 인버스,4905.0,60.0,-1.21%,0.0,164400.0,0.99,,
256.0,코스맥스,70300.0,6800.0,+10.71%,500.0,11350.0,22.17,14.98,16.47
257.0,보령,11100.0,300.0,+2.78%,500.0,68690.0,6.89,14.14,10.58
258.0,효성중공업,81700.0,0.0,0.00%,5000.0,9325.0,8.38,22.96,6.35
259.0,대상,21700.0,650.0,+3.09%,1000.0,34648.0,11.55,6.8,12.48
260.0,대신증권,14750.0,300.0,+2.08%,5000.0,50773.0,11.85,5.73,26.41
261.0,LG전자우,43400.0,0.0,0.00%,5000.0,17186.0,39.15,4.96,
262.0,코스모화학,20750.0,600.0,-2.81%,1000.0,35008.0,3.18,63.46,7.89
263.0,쿠쿠홈시스,32350.0,300.0,+0.94%,100.0,22437.0,4.32,5.75,26.53
264.0,DN오토모티브,70600.0,0.0,0.00%,500.0,9994.0,2.07,3.66,12.09
265.0,쏘카,21550.0,700.0,-3.15%,100.0,32726.0,0.58,91.31,5.83
266.0,HDC현대산업개발,10700.0,150.0,+1.42%,5000.0,65907.0,6.55,-41.47,6.28
267.0,TIGER 200 IT,27870.0,115.0,+0.41%,0.0,25100.0,0.07,,
268.0,대한해운,2190.0,90.0,+4.29%,500.0,319177.0,6.93,2.99,23.91
269.0,LX홀딩스,9140.0,10.0,-0.11%,1000.0,76281.0,6.63,3.08,
270.0,해성디에스,41000.0,1400.0,+3.54%,5000.0,17000.0,12.73,4.32,27.09
271.0,세아베스틸지주,19300.0,0.0,0.00%,5000.0,35862.0,11.47,4.69,10.81
272.0,넥센타이어,7000.0,90.0,+1.30%,500.0,97668.0,5.1,-15.73,0.31
273.0,우리종금,777.0,4.0,-0.51%,500.0,874203.0,2.26,8.35,14.16
274.0,현대그린푸드,6930.0,220.0,+3.28%,500.0,97704.0,10.95,14.71,2.41
275.0,세아제강지주,163000.0,3000.0,+1.88%,5000.0,4142.0,5.63,2.45,16.14
276.0,한섬,27400.0,1300.0,+4.98%,500.0,24630.0,26.14,5.55,9.71
277.0,SNT모티브,45900.0,800.0,+1.77%,5000.0,14623.0,16.67,6.84,9.9
278.0,세방전지,47400.0,700.0,+1.50%,500.0,14000.0,23.08,12.7,7.38
279.0,드림텍,9700.0,90.0,+0.94%,100.0,67395.0,24.16,7.18,22.97
280.0,LG생활건강우,311000.0,13500.0,+4.54%,5000.0,2100.0,72.72,11.42,
281.0,유니드,96200.0,600.0,-0.62%,5000.0,6768.0,11.35,5.96,20.51
282.0,KCC글라스,40650.0,850.0,+2.14%,1000.0,15971.0,8.5,6.92,
283.0,동아쏘시오홀딩스,101500.0,1500.0,+1.50%,5000.0,6349.0,12.53,54.45,6.5
284.0,영진약품,3495.0,345.0,+10.95%,500.0,182893.0,4.18,-97.08,-10.56
285.0,콘텐트리중앙,33100.0,2400.0,+7.82%,5000.0,19262.0,0.96,-34.09,-28.44
286.0,현대홈쇼핑,53100.0,100.0,+0.19%,5000.0,12000.0,25.24,9.11,5.53
287.0,한세실업,15850.0,400.0,+2.59%,500.0,40000.0,10.82,6.13,15.21
288.0,SBS,34600.0,1000.0,+2.98%,5000.0,18253.0,0.0,5.42,23.21
